image1,image2,label
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\reggae\reggae00014.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\reggae\reggae00025.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\hiphop\hiphop00056.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\reggae\reggae00062.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00056.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00086.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00076.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00028.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\reggae\reggae00068.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\reggae\reggae00092.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\blues\blues00037.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\blues\blues00043.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\classical\classical00075.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\reggae\reggae00098.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\hiphop\hiphop00079.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\hiphop\hiphop00093.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00099.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00079.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00048.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00064.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\blues\blues00031.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\blues\blues00068.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\metal\metal00020.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\metal\metal00087.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\classical\classical00069.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\classical\classical00083.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\disco\disco00028.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\disco\disco00042.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\classical\classical00039.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\classical\classical00073.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\blues\blues00028.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\blues\blues00068.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\classical\classical00023.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00029.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\reggae\reggae00034.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\reggae\reggae00065.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00034.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00092.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00038.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00047.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00070.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\metal\metal00029.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00032.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00069.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\classical\classical00042.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\classical\classical00045.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\disco\disco00075.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\metal\metal00013.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\classical\classical00086.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\reggae\reggae00078.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\hiphop\hiphop00083.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00055.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\reggae\reggae00031.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\reggae\reggae00064.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00049.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00059.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\hiphop\hiphop00083.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\hiphop\hiphop00089.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\metal\metal00059.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00060.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00077.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00086.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00068.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00096.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\classical\classical00078.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\classical\classical00079.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\disco\disco00088.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\reggae\reggae00045.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\blues\blues00055.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00035.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\hiphop\hiphop00091.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\reggae\reggae00091.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00033.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00054.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\blues\blues00018.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00025.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\hiphop\hiphop00028.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00087.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00055.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00064.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00080.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\metal\metal00036.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\classical\classical00081.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00046.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\reggae\reggae00043.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\reggae\reggae00073.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00032.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00098.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\metal\metal00031.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\metal\metal00084.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00071.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00041.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00058.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00089.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00075.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00066.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\hiphop\hiphop00096.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\hiphop\hiphop00097.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\classical\classical00063.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\disco\disco00098.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\reggae\reggae00046.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\reggae\reggae00055.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\blues\blues00091.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00074.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\blues\blues00057.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\blues\blues00091.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00026.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\disco\disco00026.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\blues\blues00082.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\metal\metal00011.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\blues\blues00024.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\blues\blues00079.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\classical\classical00051.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00061.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\blues\blues00090.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00011.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\classical\classical00010.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\classical\classical00078.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\reggae\reggae00035.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\reggae\reggae00045.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00026.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\metal\metal00035.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00053.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00081.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\reggae\reggae00064.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\reggae\reggae00086.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\metal\metal00023.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\metal\metal00033.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\metal\metal00052.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\metal\metal00098.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\reggae\reggae00085.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\reggae\reggae00089.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00041.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00071.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00024.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00021.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\blues\blues00013.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\blues\blues00054.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00075.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00052.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\classical\classical00061.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\metal\metal00073.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\classical\classical00023.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\reggae\reggae00080.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\classical\classical00086.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\hiphop\hiphop00023.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00044.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00059.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\metal\metal00061.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\metal\metal00084.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00059.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\reggae\reggae00035.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\hiphop\hiphop00052.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\reggae\reggae00058.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00018.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00084.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\metal\metal00088.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00021.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\classical\classical00041.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\hiphop\hiphop00083.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\blues\blues00069.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\blues\blues00082.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00019.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\hiphop\hiphop00012.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00025.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00025.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\disco\disco00049.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\disco\disco00058.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\classical\classical00036.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\classical\classical00048.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00060.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00065.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\disco\disco00072.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\hiphop\hiphop00065.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\disco\disco00080.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00026.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\metal\metal00047.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\metal\metal00096.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00015.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\hiphop\hiphop00097.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\classical\classical00099.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\reggae\reggae00028.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\blues\blues00060.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\blues\blues00098.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00035.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00078.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\blues\blues00048.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\hiphop\hiphop00080.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00065.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00097.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00043.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\metal\metal00099.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\blues\blues00013.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\blues\blues00056.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\classical\classical00014.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\classical\classical00051.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\metal\metal00084.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00089.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\classical\classical00088.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\disco\disco00072.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\reggae\reggae00010.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\reggae\reggae00065.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\classical\classical00023.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\hiphop\hiphop00080.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\classical\classical00055.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\classical\classical00094.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\blues\blues00012.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\blues\blues00035.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00072.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00067.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\classical\classical00011.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00096.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00066.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00074.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00045.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00072.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\disco\disco00041.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00083.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00041.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00078.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\classical\classical00087.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00091.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00027.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00074.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\blues\blues00078.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00080.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00074.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00076.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00026.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\reggae\reggae00083.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\classical\classical00037.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\classical\classical00080.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00021.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00059.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00073.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00066.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\blues\blues00050.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00096.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00073.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\reggae\reggae00075.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\blues\blues00015.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\reggae\reggae00012.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\hiphop\hiphop00068.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00027.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00030.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00073.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00070.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\reggae\reggae00045.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00090.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00016.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\hiphop\hiphop00010.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\metal\metal00010.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00034.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00075.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00017.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00022.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\blues\blues00034.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\blues\blues00047.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00060.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\reggae\reggae00019.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00036.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00048.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00072.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00095.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00027.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00029.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00063.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\metal\metal00037.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00020.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\reggae\reggae00058.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00052.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\rock\rock00098.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00080.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00084.png,1
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\classical\classical00055.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\pop\pop00043.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\blues\blues00098.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\reggae\reggae00084.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\hiphop\hiphop00038.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\jazz\jazz00012.png,0
C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00023.png,C:\Users\Joe\Documents\GitHub\Resona\GTZAN_model\Data\images_original\country\country00064.png,1
